symbol,price,quantity,timestamp
ETHUSDT,4594.30000000,0.00060000,2025-08-28T11:59:43.669Z
ETHUSDT,4594.30000000,0.00100000,2025-08-28T11:59:43.669Z
ETHUSDT,4594.29000000,0.00600000,2025-08-28T11:59:43.913Z
BTCUSDT,112909.17000000,0.01027000,2025-08-28T11:59:44.097Z
BTCUSDT,112909.17000000,0.00275000,2025-08-28T11:59:44.088Z
ETHUSDT,4594.30000000,0.14200000,2025-08-28T11:59:44.454Z
ETHUSDT,4594.29000000,0.00320000,2025-08-28T11:59:44.582Z
SOLUSDT,213.12000000,0.00500000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02400000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02500000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02500000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02500000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02500000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02500000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.12100000,2025-08-28T11:59:44.659Z
SOLUSDT,213.12000000,0.02500000,2025-08-28T11:59:44.659Z
ETHUSDT,4594.30000000,0.03260000,2025-08-28T11:59:45.202Z
SOLUSDT,213.13000000,1.87000000,2025-08-28T11:59:45.112Z
ETHUSDT,4594.30000000,0.09030000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.00120000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.01240000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.14700000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.03030000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.10940000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.15230000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.43530000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.03400000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.15680000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.01630000,2025-08-28T11:59:45.223Z
ETHUSDT,4594.30000000,0.01440000,2025-08-28T11:59:45.223Z
